Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure,Alkalinity,Alkalinity Provider
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200111,Water - Precipitation - rain,2001-11-15,2001-11-01,2001-11-30,,-2.56,International Atomic Energy Agency,-5.4,International Atomic Energy Agency,,,,183.8,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200112,Water - Precipitation - rain,2001-12-15,2001-12-01,2001-12-31,,-1.23,International Atomic Energy Agency,1.4,International Atomic Energy Agency,,,,54.4,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200201,Water - Precipitation - rain,2002-01-15,2002-01-01,2002-01-31,,-0.42,International Atomic Energy Agency,8.7,International Atomic Energy Agency,,,,184.8,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200202,Water - Precipitation - rain,2002-02-15,2002-02-01,2002-02-28,,-1.78,International Atomic Energy Agency,-1.95,International Atomic Energy Agency,,,,152,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200203,Water - Precipitation - rain,2002-03-15,2002-03-01,2002-03-31,,-2,International Atomic Energy Agency,-1.1,International Atomic Energy Agency,,,,256,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200204,Water - Precipitation - rain,2002-04-15,2002-04-01,2002-04-30,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200205,Water - Precipitation - rain,2002-05-15,2002-05-01,2002-05-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200206,Water - Precipitation - rain,2002-06-15,2002-06-01,2002-06-30,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200207,Water - Precipitation - rain,2002-07-15,2002-07-01,2002-07-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200208,Water - Precipitation - rain,2002-08-15,2002-08-01,2002-08-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200209,Water - Precipitation - rain,2002-09-15,2002-09-01,2002-09-30,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200210,Water - Precipitation - rain,2002-10-15,2002-10-01,2002-10-31,,-1.9,International Atomic Energy Agency,-3.9,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200211,Water - Precipitation - rain,2002-11-15,2002-11-01,2002-11-30,,-3.55,International Atomic Energy Agency,-13.8,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200212,Water - Precipitation - rain,2002-12-15,2002-12-01,2002-12-31,,-2.49,International Atomic Energy Agency,-5.9,International Atomic Energy Agency,,,,255.2,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200301,Water - Precipitation - rain,2003-01-15,2003-01-01,2003-01-31,,0.18,International Atomic Energy Agency,15.7,International Atomic Energy Agency,,,,68.5,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200302,Water - Precipitation - rain,2003-02-15,2003-02-01,2003-02-28,,1.85,International Atomic Energy Agency,26.5,International Atomic Energy Agency,,,,19.1,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200303,Water - Precipitation - rain,2003-03-15,2003-03-01,2003-03-31,,-3.18,International Atomic Energy Agency,-10.9,International Atomic Energy Agency,,,,61.6,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200304,Water - Precipitation - rain,2003-04-15,2003-04-01,2003-04-30,,-3.16,International Atomic Energy Agency,-9.2,International Atomic Energy Agency,,,,142.4,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200305,Water - Precipitation - rain,2003-05-15,2003-05-01,2003-05-31,,-2.93,International Atomic Energy Agency,-10.9,International Atomic Energy Agency,,,,97.6,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200306,Water - Precipitation - rain,2003-06-15,2003-06-01,2003-06-30,,-1.66,International Atomic Energy Agency,3,International Atomic Energy Agency,,,,244.8,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200307,Water - Precipitation - rain,2003-07-15,2003-07-01,2003-07-31,,-1.93,International Atomic Energy Agency,3.9,International Atomic Energy Agency,,,,74.8,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200308,Water - Precipitation - rain,2003-08-15,2003-08-01,2003-08-31,,-3.91,International Atomic Energy Agency,-18.6,International Atomic Energy Agency,,,,57.3,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200309,Water - Precipitation - rain,2003-09-15,2003-09-01,2003-09-30,,-2.36,International Atomic Energy Agency,-5.6,International Atomic Energy Agency,,,,12,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200310,Water - Precipitation - rain,2003-10-15,2003-10-01,2003-10-31,,-2.37,International Atomic Energy Agency,-8,International Atomic Energy Agency,,,,121.1,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200311,Water - Precipitation - rain,2003-11-15,2003-11-01,2003-11-30,,-2.31,International Atomic Energy Agency,-8.3,International Atomic Energy Agency,,,,200.8,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200312,Water - Precipitation - rain,2003-12-15,2003-12-01,2003-12-31,,-2.08,International Atomic Energy Agency,-2.6,International Atomic Energy Agency,,,,138.2,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200401,Water - Precipitation - rain,2004-01-15,2004-01-01,2004-01-31,,-0.57,International Atomic Energy Agency,6.7,International Atomic Energy Agency,,,,104,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200402,Water - Precipitation - rain,2004-02-15,2004-02-01,2004-02-28,,-0.72,International Atomic Energy Agency,7.1,International Atomic Energy Agency,,,,50.3,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200403,Water - Precipitation - rain,2004-03-15,2004-03-01,2004-03-31,,1.2,International Atomic Energy Agency,24.1,International Atomic Energy Agency,,,,67.6,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200404,Water - Precipitation - rain,2004-04-15,2004-04-01,2004-04-30,,-3.19,International Atomic Energy Agency,-16.3,International Atomic Energy Agency,,,,141.7,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200405,Water - Precipitation - rain,2004-05-15,2004-05-01,2004-05-31,,0.36,International Atomic Energy Agency,17.8,International Atomic Energy Agency,,,,63.2,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200406,Water - Precipitation - rain,2004-06-15,2004-06-01,2004-06-30,,1.5,International Atomic Energy Agency,21.8,International Atomic Energy Agency,,,,42.7,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200407,Water - Precipitation - rain,2004-07-15,2004-07-01,2004-07-31,,1.64,International Atomic Energy Agency,23.2,International Atomic Energy Agency,,,,6.6,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200408,Water - Precipitation - rain,2004-08-15,2004-08-01,2004-08-31,,,,,,,,,17.2,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200409,Water - Precipitation - rain,2004-09-15,2004-09-01,2004-09-30,,0.35,CNESTEN,14.7,CNESTEN,,,,89.8,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200410,Water - Precipitation - rain,2004-10-15,2004-10-01,2004-10-31,,-3.64,CNESTEN,-16.45,CNESTEN,,,,77.7,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200411,Water - Precipitation - rain,2004-11-15,2004-11-01,2004-11-30,,-5.21,CNESTEN,-32.3,CNESTEN,,,,100.6,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200412,Water - Precipitation - rain,2004-12-15,2004-12-01,2004-12-31,,-0.42,CNESTEN,10.8,CNESTEN,,,,205.8,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200501,Water - Precipitation - rain,2005-01-15,2005-01-01,2005-01-31,,-0.6,CNESTEN,5.5,CNESTEN,,,,43.3,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200502,Water - Precipitation - rain,2005-02-15,2005-02-01,2005-02-28,,,,,,,,,5.8,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200503,Water - Precipitation - rain,2005-03-15,2005-03-01,2005-03-31,,,,,,,,,126.7,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200504,Water - Precipitation - rain,2005-04-15,2005-04-01,2005-04-30,,,,,,,,,129.8,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200505,Water - Precipitation - rain,2005-05-15,2005-05-01,2005-05-31,,-5.73,CNESTEN,-32.22,CNESTEN,,,,228.4,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200506,Water - Precipitation - rain,2005-06-15,2005-06-01,2005-06-30,,-1.46,CNESTEN,4.46,CNESTEN,,,,46.8,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200507,Water - Precipitation - rain,2005-07-15,2005-07-01,2005-07-31,,0.26,CNESTEN,16.01,CNESTEN,,,,170.5,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200508,Water - Precipitation - rain,2005-08-15,2005-08-01,2005-08-31,,-3.51,CNESTEN,-12.96,CNESTEN,,,,129.7,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200509,Water - Precipitation - rain,2005-09-15,2005-09-01,2005-09-30,,-1.07,CNESTEN,7.35,CNESTEN,,,,90,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200510,Water - Precipitation - rain,2005-10-15,2005-10-01,2005-10-31,,-1.49,CNESTEN,3.41,CNESTEN,,,,57.2,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200511,Water - Precipitation - rain,2005-11-15,2005-11-01,2005-11-30,,,,,,,,,96.9,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200512,Water - Precipitation - rain,2005-12-15,2005-12-01,2005-12-31,,4.66,CNESTEN,32.04,CNESTEN,,,,33.5,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200601,Water - Precipitation - rain,2006-01-15,2006-01-01,2006-01-31,,-0.6,CNESTEN,9.76,CNESTEN,,,,31.8,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200602,Water - Precipitation - rain,2006-02-15,2006-02-01,2006-02-28,,,,,,,,,112.3,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200603,Water - Precipitation - rain,2006-03-15,2006-03-01,2006-03-31,,-0.9,CNESTEN,10.68,CNESTEN,,,,203.5,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200604,Water - Precipitation - rain,2006-04-15,2006-04-01,2006-04-30,,-2.81,CNESTEN,-11.6,CNESTEN,,,,203.5,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200605,Water - Precipitation - rain,2006-05-15,2006-05-01,2006-05-31,,-1.65,CNESTEN,-2.19,CNESTEN,,,,138.6,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200606,Water - Precipitation - rain,2006-06-15,2006-06-01,2006-06-30,,-0.96,CNESTEN,2.15,CNESTEN,,,,136.7,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200607,Water - Precipitation - rain,2006-07-15,2006-07-01,2006-07-31,,0.01,CNESTEN,16.38,CNESTEN,,,,21.9,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200608,Water - Precipitation - rain,2006-08-15,2006-08-01,2006-08-31,,-0.8,CNESTEN,2.44,CNESTEN,,,,212.9,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200609,Water - Precipitation - rain,2006-09-15,2006-09-01,2006-09-30,,,,,,,,,120,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200610,Water - Precipitation - rain,2006-10-15,2006-10-01,2006-10-31,,,,,,,,,158.3,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200611,Water - Precipitation - rain,2006-11-15,2006-11-01,2006-11-30,,,,,,,,,467.1,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200612,Water - Precipitation - rain,2006-12-15,2006-12-01,2006-12-31,,,,,,,,,209.4,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200701,Water - Precipitation - unspecified (not reported),2007-01-15,2007-01-01,2007-01-31,,,,,,,,,124.5,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200702,Water - Precipitation - unspecified (not reported),2007-02-15,2007-02-01,2007-02-28,,,,,,,,,38.6,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200703,Water - Precipitation - unspecified (not reported),2007-03-15,2007-03-01,2007-03-31,,,,,,,,,66,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200704,Water - Precipitation - unspecified (not reported),2007-04-15,2007-04-01,2007-04-30,,,,,,,,,190.9,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200705,Water - Precipitation - unspecified (not reported),2007-05-15,2007-05-01,2007-05-31,,,,,,,,,157,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200706,Water - Precipitation - unspecified (not reported),2007-06-15,2007-06-01,2007-06-30,,,,,,,,,201.1,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200707,Water - Precipitation - unspecified (not reported),2007-07-15,2007-07-01,2007-07-31,,,,,,,,,34.2,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200708,Water - Precipitation - unspecified (not reported),2007-08-15,2007-08-01,2007-08-31,,,,,,,,,97.1,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200709,Water - Precipitation - unspecified (not reported),2007-09-15,2007-09-01,2007-09-30,,,,,,,,,137.4,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200710,Water - Precipitation - unspecified (not reported),2007-10-15,2007-10-01,2007-10-31,,,,,,,,,59,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200711,Water - Precipitation - unspecified (not reported),2007-11-15,2007-11-01,2007-11-30,,,,,,,,,85.1,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",200712,Water - Precipitation - unspecified (not reported),2007-12-15,2007-12-01,2007-12-31,,,,,,,,,82,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201201,Water - Precipitation - unspecified (not reported),2012-01-15,2012-01-01,2012-01-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201202,Water - Precipitation - unspecified (not reported),2012-02-15,2012-02-01,2012-02-29,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201203,Water - Precipitation - unspecified (not reported),2012-03-15,2012-03-01,2012-03-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201204,Water - Precipitation - unspecified (not reported),2012-04-15,2012-04-01,2012-04-30,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201205,Water - Precipitation - unspecified (not reported),2012-05-15,2012-05-01,2012-05-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201206,Water - Precipitation - unspecified (not reported),2012-06-15,2012-06-01,2012-06-30,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201207,Water - Precipitation - unspecified (not reported),2012-07-15,2012-07-01,2012-07-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201208,Water - Precipitation - unspecified (not reported),2012-08-15,2012-08-01,2012-08-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201209,Water - Precipitation - unspecified (not reported),2012-09-15,2012-09-01,2012-09-30,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201210,Water - Precipitation - unspecified (not reported),2012-10-15,2012-10-01,2012-10-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201211,Water - Precipitation - unspecified (not reported),2012-11-15,2012-11-01,2012-11-30,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201212,Water - Precipitation - unspecified (not reported),2012-12-15,2012-12-01,2012-12-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201301,Water - Precipitation - rain,2013-01-15,2013-01-01,2013-01-31,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201302,Water - Precipitation - rain,2013-02-15,2013-02-01,2013-02-28,,,,,,,,,,,,,
GNIP,GNIP/M/UG/01,ENTEBBE (AIRPORT),UG,6370500,0.05,32.45,1155,Precipitation collectors - unknown,"[Partner: Directorate of Water Resources Management, Entebbe]",201001,Water - Precipitation - rain,2010-01-15,2010-01-01,2010-01-31,precipitation amount information doubtful,-2.5,International Atomic Energy Agency,-10.92,International Atomic Energy Agency,,,,22.6,23.3,22.8,,
