Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure,Alkalinity,Alkalinity Provider
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201805,Water - Precipitation - rain,2018-05-15,2018-05-01,2018-05-31,,-0.94,International Atomic Energy Agency,9.6,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201806,Water - Precipitation - rain,2018-06-15,2018-06-01,2018-06-30,,-1.54,International Atomic Energy Agency,1.9,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201807,Water - Precipitation - rain,2018-07-15,2018-07-01,2018-07-31,,-1.66,International Atomic Energy Agency,1.9,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201808,Water - Precipitation - rain,2018-08-15,2018-08-01,2018-08-31,,-1.58,International Atomic Energy Agency,2.6,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201809,Water - Precipitation - rain,2018-09-15,2018-09-01,2018-09-30,,-1.54,International Atomic Energy Agency,2.7,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201810,Water - Precipitation - rain,2018-10-15,2018-10-01,2018-10-31,,-2.23,International Atomic Energy Agency,-3.7,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201811,Water - Precipitation - rain,2018-11-15,2018-11-01,2018-11-30,,-2.07,International Atomic Energy Agency,-2.6,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201812,Water - Precipitation - rain,2018-12-15,2018-12-01,2018-12-31,,-2.07,International Atomic Energy Agency,-1.9,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201901,Water - Precipitation - rain,2019-01-15,2019-01-01,2019-01-31,,-0.03,International Atomic Energy Agency,15.8,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201902,Water - Precipitation - rain,2019-02-15,2019-02-01,2019-02-28,,3.84,International Atomic Energy Agency,38,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201903,Water - Precipitation - rain,2019-03-15,2019-03-01,2019-03-31,,0.21,International Atomic Energy Agency,6.7,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201904,Water - Precipitation - rain,2019-04-15,2019-04-01,2019-04-30,,0.24,International Atomic Energy Agency,6.8,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201905,Water - Precipitation - rain,2019-05-15,2019-05-01,2019-05-31,,-3.72,International Atomic Energy Agency,-16.5,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201906,Water - Precipitation - rain,2019-06-15,2019-06-01,2019-06-30,,-1.19,International Atomic Energy Agency,6.9,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201907,Water - Precipitation - rain,2019-07-15,2019-07-01,2019-07-31,,1.05,International Atomic Energy Agency,16.3,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201908,Water - Precipitation - rain,2019-08-15,2019-08-01,2019-08-31,,3.44,International Atomic Energy Agency,24.2,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201909,Water - Precipitation - rain,2019-09-15,2019-09-01,2019-09-30,,-0.54,International Atomic Energy Agency,-2.9,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201910,Water - Precipitation - rain,2019-10-15,2019-10-01,2019-10-31,,-0.54,International Atomic Energy Agency,-3,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201911,Water - Precipitation - rain,2019-11-15,2019-11-01,2019-11-30,,-8.51,International Atomic Energy Agency,-52.8,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",201912,Water - Precipitation - rain,2019-12-15,2019-12-01,2019-12-31,,-6.4,International Atomic Energy Agency,-35.3,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",202001,Water - Precipitation - rain,2020-01-15,2020-01-01,2020-01-31,,-1.16,International Atomic Energy Agency,6,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",202002,Water - Precipitation - unspecified (not reported),2020-02-15,2020-02-01,2020-02-29,,,,,,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",202003,Water - Precipitation - unspecified (not reported),2020-03-15,2020-03-01,2020-03-31,,-4.94,International Atomic Energy Agency,-25.4,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",202004,Water - Precipitation - unspecified (not reported),2020-04-15,2020-04-01,2020-04-30,,-6.37,International Atomic Energy Agency,-37.1,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",202005,Water - Precipitation - unspecified (not reported),2020-05-15,2020-05-01,2020-05-31,,-5.32,International Atomic Energy Agency,-29,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",202006,Water - Precipitation - unspecified (not reported),2020-06-15,2020-06-01,2020-06-30,,-2.66,International Atomic Energy Agency,-3.7,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",202007,Water - Precipitation - unspecified (not reported),2020-07-15,2020-07-01,2020-07-31,,-2.07,International Atomic Energy Agency,0.5,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",202008,Water - Precipitation - unspecified (not reported),2020-08-15,2020-08-01,2020-08-31,,-0.27,International Atomic Energy Agency,14.8,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",202009,Water - Precipitation - unspecified (not reported),2020-09-15,2020-09-01,2020-09-30,,-1.39,International Atomic Energy Agency,2.6,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",202010,Water - Precipitation - unspecified (not reported),2020-10-15,2020-10-01,2020-10-31,,-0.47,International Atomic Energy Agency,7.6,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",202011,Water - Precipitation - unspecified (not reported),2020-11-15,2020-11-01,2020-11-30,,-2.57,International Atomic Energy Agency,-10.8,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",202012,Water - Precipitation - unspecified (not reported),2020-12-15,2020-12-01,2020-12-31,,-1.45,International Atomic Energy Agency,2.2,International Atomic Energy Agency,,,,,,,,
GNIP,GNIP/M/CD/03,GOMA,CD,6418400,-1.68218,29.22716,1535,Precipitation collectors - unknown,"[Partner: OVG] [Reference: Balagizi et al. 2018: Influence of moisture source dynamics and weather patterns on stable isotopes ratios of precipitation in Central-Eastern Africa, STOTEN 628-629 p. 1058-1078]",202101,Water - Precipitation - unspecified (not reported),2021-01-15,2021-01-01,2021-01-31,,-0.33,International Atomic Energy Agency,14,International Atomic Energy Agency,,,,,,,,
