Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201212,Water - Precipitation - unspecified (not reported),2012-12-15,2012-12-01,2012-12-31,,-14.9,"Physikalisches Institut, Universitaet Bern",-114.23,"Physikalisches Institut, Universitaet Bern",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201301,Water - Precipitation - unspecified (not reported),2013-01-15,2013-01-01,2013-01-31,,-14.24,"Physikalisches Institut, Universitaet Bern",-109.13,"Physikalisches Institut, Universitaet Bern",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201302,Water - Precipitation - unspecified (not reported),2013-02-15,2013-02-01,2013-02-28,,-17.08,"Physikalisches Institut, Universitaet Bern",-133.17,"Physikalisches Institut, Universitaet Bern",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201303,Water - Precipitation - unspecified (not reported),2013-03-15,2013-03-01,2013-03-31,,-17.03,"Physikalisches Institut, Universitaet Bern",-129.57,"Physikalisches Institut, Universitaet Bern",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201304,Water - Precipitation - unspecified (not reported),2013-04-15,2013-04-01,2013-04-30,,-11.88,"Physikalisches Institut, Universitaet Bern",-87.41,"Physikalisches Institut, Universitaet Bern",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201305,Water - Precipitation - unspecified (not reported),2013-05-15,2013-05-01,2013-05-31,,-10.22,"Physikalisches Institut, Universitaet Bern",-74.84,"Physikalisches Institut, Universitaet Bern",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201306,Water - Precipitation - unspecified (not reported),2013-06-15,2013-06-01,2013-06-30,,-9.95,"Physikalisches Institut, Universitaet Bern",-71.46,"Physikalisches Institut, Universitaet Bern",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201307,Water - Precipitation - unspecified (not reported),2013-07-15,2013-07-01,2013-07-31,,-7.08,"Physikalisches Institut, Universitaet Bern",-48.28,"Physikalisches Institut, Universitaet Bern",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201308,Water - Precipitation - unspecified (not reported),2013-08-15,2013-08-01,2013-08-31,,-6.38,"Physikalisches Institut, Universitaet Bern",-43.98,"Physikalisches Institut, Universitaet Bern",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201309,Water - Precipitation - unspecified (not reported),2013-09-15,2013-09-01,2013-09-30,,-7.3,"Physikalisches Institut, Universitaet Bern",-51.65,"Physikalisches Institut, Universitaet Bern",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201310,Water - Precipitation - unspecified (not reported),2013-10-15,2013-10-01,2013-10-31,,-13.7,"Physikalisches Institut, Universitaet Bern",-102.15,"Physikalisches Institut, Universitaet Bern",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201311,Water - Precipitation - unspecified (not reported),2013-11-15,2013-11-01,2013-11-30,,-13.59,"Physikalisches Institut, Universitaet Bern",-102.52,"Physikalisches Institut, Universitaet Bern",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201312,Water - Precipitation - unspecified (not reported),2013-12-15,2013-12-01,2013-12-31,,-18.82,"Physikalisches Institut, Universitaet Bern",-144.26,"Physikalisches Institut, Universitaet Bern",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201401,Water - Precipitation - unspecified (not reported),2014-01-15,2014-01-01,2014-01-31,,-17.14,"BAFU (Bundesamt fuer Umwelt, reported by)",-131.4,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201402,Water - Precipitation - unspecified (not reported),2014-02-15,2014-02-01,2014-02-28,,-14.5,"BAFU (Bundesamt fuer Umwelt, reported by)",-109.3,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201403,Water - Precipitation - unspecified (not reported),2014-03-15,2014-03-01,2014-03-31,,-16.08,"BAFU (Bundesamt fuer Umwelt, reported by)",-121.7,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201404,Water - Precipitation - unspecified (not reported),2014-04-15,2014-04-01,2014-04-30,,-10.49,"BAFU (Bundesamt fuer Umwelt, reported by)",-78.2,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201405,Water - Precipitation - unspecified (not reported),2014-05-15,2014-05-01,2014-05-31,,-10.02,"BAFU (Bundesamt fuer Umwelt, reported by)",-72.6,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201406,Water - Precipitation - unspecified (not reported),2014-06-15,2014-06-01,2014-06-30,,-6.07,"BAFU (Bundesamt fuer Umwelt, reported by)",-40.5,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201407,Water - Precipitation - unspecified (not reported),2014-07-15,2014-07-01,2014-07-31,,-8.4,"BAFU (Bundesamt fuer Umwelt, reported by)",-57.2,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201408,Water - Precipitation - unspecified (not reported),2014-08-15,2014-08-01,2014-08-31,,-6.27,"BAFU (Bundesamt fuer Umwelt, reported by)",-44.9,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201409,Water - Precipitation - unspecified (not reported),2014-09-15,2014-09-01,2014-09-30,,-8.3,"BAFU (Bundesamt fuer Umwelt, reported by)",-59.1,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201410,Water - Precipitation - unspecified (not reported),2014-10-15,2014-10-01,2014-10-31,,-6.88,"BAFU (Bundesamt fuer Umwelt, reported by)",-48.7,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201411,Water - Precipitation - unspecified (not reported),2014-11-15,2014-11-01,2014-11-30,,-20.78,"BAFU (Bundesamt fuer Umwelt, reported by)",-155.3,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201412,Water - Precipitation - unspecified (not reported),2014-12-15,2014-12-01,2014-12-31,,-15.41,"BAFU (Bundesamt fuer Umwelt, reported by)",-115.8,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201501,Water - Precipitation - unspecified (not reported),2015-01-15,2015-01-01,2015-01-31,,-13.36,"BAFU (Bundesamt fuer Umwelt, reported by)",-103.3,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201502,Water - Precipitation - unspecified (not reported),2015-02-15,2015-02-01,2015-02-28,,-17.84,"BAFU (Bundesamt fuer Umwelt, reported by)",-134.5,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201503,Water - Precipitation - unspecified (not reported),2015-03-15,2015-03-01,2015-03-31,,-12.8,"BAFU (Bundesamt fuer Umwelt, reported by)",-104.3,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201504,Water - Precipitation - unspecified (not reported),2015-04-15,2015-04-01,2015-04-30,,-8.35,"BAFU (Bundesamt fuer Umwelt, reported by)",-61.5,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201505,Water - Precipitation - unspecified (not reported),2015-05-15,2015-05-01,2015-05-31,,-8.88,"BAFU (Bundesamt fuer Umwelt, reported by)",-66.7,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201506,Water - Precipitation - unspecified (not reported),2015-06-15,2015-06-01,2015-06-30,,-6.12,"BAFU (Bundesamt fuer Umwelt, reported by)",-41.8,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201507,Water - Precipitation - unspecified (not reported),2015-07-15,2015-07-01,2015-07-31,,-4.03,"BAFU (Bundesamt fuer Umwelt, reported by)",-27.1,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201508,Water - Precipitation - unspecified (not reported),2015-08-15,2015-08-01,2015-08-31,,-5.65,"BAFU (Bundesamt fuer Umwelt, reported by)",-36.7,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201509,Water - Precipitation - unspecified (not reported),2015-09-15,2015-09-01,2015-09-30,,-8.35,"BAFU (Bundesamt fuer Umwelt, reported by)",-57.3,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201510,Water - Precipitation - unspecified (not reported),2015-10-15,2015-10-01,2015-10-31,,-13.88,"BAFU (Bundesamt fuer Umwelt, reported by)",-102.3,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201511,Water - Precipitation - unspecified (not reported),2015-11-15,2015-11-01,2015-11-30,,-12.29,"BAFU (Bundesamt fuer Umwelt, reported by)",-97.7,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201512,Water - Precipitation - unspecified (not reported),2015-12-15,2015-12-01,2015-12-31,,-9.2,"BAFU (Bundesamt fuer Umwelt, reported by)",-71.8,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201601,Water - Precipitation - unspecified (not reported),2016-01-15,2016-01-01,2016-01-31,,-14.17,"BAFU (Bundesamt fuer Umwelt, reported by)",-106.62,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201602,Water - Precipitation - unspecified (not reported),2016-02-15,2016-02-01,2016-02-29,,-13.02,"BAFU (Bundesamt fuer Umwelt, reported by)",-102.35,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201603,Water - Precipitation - unspecified (not reported),2016-03-15,2016-03-01,2016-03-31,,-16.8,"BAFU (Bundesamt fuer Umwelt, reported by)",-128.69,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201604,Water - Precipitation - unspecified (not reported),2016-04-15,2016-04-01,2016-04-30,,-11.28,"BAFU (Bundesamt fuer Umwelt, reported by)",-80.58,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201605,Water - Precipitation - unspecified (not reported),2016-05-15,2016-05-01,2016-05-31,,-11.24,"BAFU (Bundesamt fuer Umwelt, reported by)",-83.72,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201606,Water - Precipitation - unspecified (not reported),2016-06-15,2016-06-01,2016-06-30,,-10.48,"BAFU (Bundesamt fuer Umwelt, reported by)",-79.07,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201607,Water - Precipitation - unspecified (not reported),2016-07-15,2016-07-01,2016-07-31,,-5.7,"BAFU (Bundesamt fuer Umwelt, reported by)",-38.06,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201608,Water - Precipitation - unspecified (not reported),2016-08-15,2016-08-01,2016-08-31,,-7.2,"BAFU (Bundesamt fuer Umwelt, reported by)",-47.31,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201609,Water - Precipitation - unspecified (not reported),2016-09-15,2016-09-01,2016-09-30,,-11.31,"BAFU (Bundesamt fuer Umwelt, reported by)",-79.89,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201610,Water - Precipitation - unspecified (not reported),2016-10-15,2016-10-01,2016-10-31,,-9.23,"BAFU (Bundesamt fuer Umwelt, reported by)",-64.96,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201611,Water - Precipitation - unspecified (not reported),2016-11-15,2016-11-01,2016-11-30,,-16.23,"BAFU (Bundesamt fuer Umwelt, reported by)",-120.88,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201612,Water - Precipitation - unspecified (not reported),2016-12-15,2016-12-01,2016-12-31,,-11.14,"BAFU (Bundesamt fuer Umwelt, reported by)",-75.45,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201701,Water - Precipitation - unspecified (not reported),2017-01-15,2017-01-01,2017-01-31,,-15.14,"BAFU (Bundesamt fuer Umwelt, reported by)",-108.1,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201702,Water - Precipitation - unspecified (not reported),2017-02-15,2017-02-01,2017-02-28,,-14.12,"BAFU (Bundesamt fuer Umwelt, reported by)",-108.2,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201703,Water - Precipitation - unspecified (not reported),2017-03-15,2017-03-01,2017-03-31,,-12.65,"BAFU (Bundesamt fuer Umwelt, reported by)",-95.5,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201704,Water - Precipitation - unspecified (not reported),2017-04-15,2017-04-01,2017-04-30,,-11.68,"BAFU (Bundesamt fuer Umwelt, reported by)",-83.3,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201705,Water - Precipitation - unspecified (not reported),2017-05-15,2017-05-01,2017-05-31,,-8.32,"BAFU (Bundesamt fuer Umwelt, reported by)",-61.8,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201706,Water - Precipitation - unspecified (not reported),2017-06-15,2017-06-01,2017-06-30,,-7.12,"BAFU (Bundesamt fuer Umwelt, reported by)",-51.6,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201707,Water - Precipitation - unspecified (not reported),2017-07-15,2017-07-01,2017-07-31,,-6.37,"BAFU (Bundesamt fuer Umwelt, reported by)",-46.2,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201708,Water - Precipitation - unspecified (not reported),2017-08-15,2017-08-01,2017-08-31,,-5.57,"BAFU (Bundesamt fuer Umwelt, reported by)",-38.4,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201709,Water - Precipitation - unspecified (not reported),2017-09-15,2017-09-01,2017-09-30,,-12.7,"BAFU (Bundesamt fuer Umwelt, reported by)",-89.5,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201710,Water - Precipitation - unspecified (not reported),2017-10-15,2017-10-01,2017-10-31,,-7.49,"BAFU (Bundesamt fuer Umwelt, reported by)",-52.6,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201711,Water - Precipitation - unspecified (not reported),2017-11-15,2017-11-01,2017-11-30,,-14.17,"BAFU (Bundesamt fuer Umwelt, reported by)",-109.6,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201712,Water - Precipitation - unspecified (not reported),2017-12-15,2017-12-01,2017-12-31,,-15.83,"BAFU (Bundesamt fuer Umwelt, reported by)",-119.5,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201801,Water - Precipitation - unspecified (not reported),2018-01-15,2018-01-01,2018-01-31,,-11.74,"BAFU (Bundesamt fuer Umwelt, reported by)",-94.4,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201802,Water - Precipitation - unspecified (not reported),2018-02-15,2018-02-01,2018-02-28,,-10.43,"BAFU (Bundesamt fuer Umwelt, reported by)",-84.4,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201803,Water - Precipitation - unspecified (not reported),2018-03-15,2018-03-01,2018-03-31,,-11.92,"BAFU (Bundesamt fuer Umwelt, reported by)",-88.8,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201804,Water - Precipitation - unspecified (not reported),2018-04-15,2018-04-01,2018-04-30,,-7.84,"BAFU (Bundesamt fuer Umwelt, reported by)",-58.6,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201805,Water - Precipitation - unspecified (not reported),2018-05-15,2018-05-01,2018-05-31,,-9.56,"BAFU (Bundesamt fuer Umwelt, reported by)",-68.2,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201806,Water - Precipitation - unspecified (not reported),2018-06-15,2018-06-01,2018-06-30,,-7.32,"BAFU (Bundesamt fuer Umwelt, reported by)",-51.3,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201807,Water - Precipitation - unspecified (not reported),2018-07-15,2018-07-01,2018-07-31,,-5.2,"BAFU (Bundesamt fuer Umwelt, reported by)",-34,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
GNIP,GNIP/M/CH/01,SEVELEN,CH,699001,47.12,9.49,450,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",201808,Water - Precipitation - unspecified (not reported),2018-08-15,2018-08-01,2018-08-31,,-4.83,"BAFU (Bundesamt fuer Umwelt, reported by)",-31.9,"BAFU (Bundesamt fuer Umwelt, reported by)",,,,,,
